,SDURAKKODU,SDURAKADI,KOORDINAT,ILCEADI,SYON,AKILLI,FIZIKI,DURAK_TIPI,ENGELLIKULLANIM
12219,130601,BAĞCILAR DEVLET HASTANESİ,POINT (28.8697690000109 41.0303729991161),Bagcilar,BAGCILAR-GÜNGÖREN,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12220,131051,MEHMET AKİF CAMİ,POINT (28.8486909999849 41.0487990005614),Bagcilar,SIRINEVLER,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12221,210501,ŞEKERPINAR SAPAĞI,POINT (29.3683879999948 40.9008830005382),Tuzla,TEPEÖREN 133 AK,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12222,210842,ORHANLI ORTAOKULU,POINT (29.3615299999947 40.8980830005378),Tuzla,TUZLA,YOK,FULL KAPALI,İETTCAMLI,Uygun
12223,176341,DOĞAN ARASLI BULVARI,POINT (28.6786789999744 41.0377510005589),Esenyurt,BOGAZKÖY,YOK,FULL KAPALI,İSTON GENİŞ_İBB,Uygun Degil
12224,211162,ÇALKANTI SOKAK,POINT (29.2262139999933 40.9208000005413),Kartal,HILAL KONUTLARI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12225,105993,ABDİ İPEKÇİ CADDESİ,POINT (28.906628009756 41.0855209816735),Gaziosmanpasa,AVRUPA KONUTLARI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12226,104822,ÇANAKÇA 1,POINT (28.4934249999894 41.2490919991106),Çatalca,ÇIFTLIKKÖY,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
12227,118652,BADEMLİK,POINT (28.9471609999882 41.051977000562),Beyoglu,TOPKAPI,YOK,KAPALI,CCMODERN,Uygun Degil
12228,262011,MAVERA CADDESİ,POINT (29.0876550185297 41.0346660054965),Ümraniye,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12229,111952,TEKSTİLKENT BULVARI,POINT (28.8640139945 41.0689979727137),Esenler,GIYIMKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12230,208941,AYDINLI YOLU CADDESİ,POINT (29.3134769999944 40.8538150005308),Tuzla,KADIKÖY,YOK,KAPALI,İETTCAMLI,Uygun Degil
12231,208961,GÜLİSTAN,POINT (29.3039339999943 40.8416600005289),Tuzla,TUZLA,YOK,AÇIK,İETTÜÇGEN,Uygun Degil
12232,209042,İHSAN HAYRİYE HÜRDOĞAN İLKOKULU,POINT (29.3282769560336 40.8667170252651),Tuzla,AKFIRAT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12233,220754,OZANLAR,POINT (29.0869129724613 41.0952360007896),Beykoz,SITELER   15E,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12234,220782,TEKKE CAMİİ,POINT (29.0758580327786 41.097258976365),Beykoz,SITELER,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12235,220891,ŞEHİT İSMAİL KEFAL,POINT (29.087686999991 41.1048310005706),Beykoz,SON DURAK(15SN),YOK,KAPALI,CCMODERN,Uygun Degil
12236,114471,İSTANBUL TEKNİK ÜNİVERSİTESİ ,POINT (29.0291669703804 41.1089179968225),Sariyer,LEVENT,VAR,KAPALI,WALLMODERN,Uygun Degil
12237,221221,HANÇER SOKAK,POINT (29.1192279534111 41.1181150162528),Beykoz,GÖRELE,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12238,207391,İMAMI GAZALİ CAMİİ,POINT (29.3556219999948 40.8285270005268),Tuzla,KARTAL  133S,YOK,KAPALI,CCMODERNDR,Uygun Degil
12239,207581,BAHÇELER,POINT (29.3013839999943 40.8179900005251),Tuzla,DNZ.HARP OKULU,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12240,225801,TERSANE KÖPRÜSÜ-1,POINT (29.2711849999939 40.8676080005329),Pendik,TUZLA,VAR,AÇIK,İETTBAYRAK,Uygun Degil
12241,107681,BALAT PERON,POINT (28.9470959999882 41.0341660005592),Fatih,SON DURAK,YOK,KAPALI,WALLMODERN,Uygun Degil
12242,108192,ESEKAPI,POINT (28.936377999988 41.0061390005547),Fatih,KOCAMUSTAFAPASA,YOK,AÇIK,İETTBAYRAK,Uygun
12243,125442,MALAZGİRT CADDESİ,POINT (28.7978699999826 41.0474750005611),Küçükçekmece,ATAKENT 2.ETAP,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12244,127681,KARABAYIR,POINT (28.8656979999855 41.0485370005614),Esenler,DAVUTPASA,YOK,KAPALI,CCMODERNDR,Uygun Degil
12245,218802,OSMANGAZİ,POINT (29.1565530000107 41.0166809991165),Ümraniye,SARIGAZI,YOK,KAPALI,CCMODERNDR,Uygun Degil
12246,118282,KAĞITHANE CADDESİ,POINT (28.9711599999887 41.0763180005659),Kagithane,KAGITHANE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12247,214711,DUDULLU SONDURAK,POINT (29.1646140000106 41.0131429991166),Ümraniye,SONDURAK 20D,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12248,125641,ZÜBEYDE HANIM CADDESİ,POINT (28.8426169998656 41.034641043512),Bagcilar,KIRAZLI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12249,216652,ORMANLIK,POINT (29.1577729999921 41.1156630005725),Beykoz,ÇAVUSBASI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12250,216732,ORUÇ DERE,POINT (29.2715489999933 41.1667960005807),Beykoz,BEYKOZ 137,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12251,104761,DUMANKAYA,POINT (28.664462985969 41.0700309897245),Esenyurt,AVCILAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12252,229892,KASABA EVLERİ,POINT (29.3305420226524 41.0838279847662),Çekmeköy,ÜSKÜDAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12253,125532,KARAAĞAÇ KÖY YOLU,POINT (28.6270809999701 41.0876390005672),Büyükçekmece,F.ÜNIVERSITESI-B.DÜZ,YOK,KAPALI,CCMODERNDR,Uygun Degil
12254,102031,ÖZAL CADDESİ,POINT (28.6783909999751 40.9867460005512),Beylikdüzü,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12255,222582,FATİH BULVARI,POINT (29.2748759999938 40.9662280005485),Sultanbeyli,ÜMRANIYE,YOK,KAPALI,CCMODERNDR,Uygun Degil
12256,131211,HAKAN CADDESİ,POINT (28.7962399999826 41.0262380005578),Küçükçekmece,BAKIRKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12257,225103,ETHEMEFENDİ,POINT (29.0760529999912 40.97625200055),Kadiköy,BAGDAT CADDESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12258,108561,YAYLATEPE,POINT (28.8467229999845 41.1473670005772),Sultangazi,HABIBLER,YOK,KAPALI,CCMODERN,Uygun Degil
12259,130592,MUAMMER TAŞKALE PARKI,POINT (28.8269239999841 41.0196240005567),Bahçelievler,SOGANLI-U.RADARI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12260,206861,KURTDOĞMUŞ KÖYÜ,POINT (29.3603509937561 41.012008994897),Pendik,SONDURAK,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12261,207761,HACIOĞLU SOKAK,POINT (29.3247859999945 40.8278270005267),Tuzla,KADIKÖY,YOK,KAPALI,CCMODERNDR,Uygun Degil
12262,203261,DOSTLAR SİTESİ,POINT (29.4095319999947 41.2038940005868),Sile,ÜSKÜDAR,YOK,KAPALI,İETTCAMLI,Uygun Degil
12263,176061,HALK EKMEK,POINT (28.0419759997698 41.0523120005556),Silivri,GÜMÜSYAKA,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
12264,113311,ÇAYIRBAŞI MERKEZ,POINT (29.0367320048321 41.1571089672406),Sariyer,SARIYER,YOK,KAPALI,WALLMODERN,Uygun Degil
12265,220131,ŞEHİT MUSTAFA KAYMAKÇI,POINT (29.078386999991 41.0404320005603),Üsküdar,ÜSKÜDAR,YOK,KAPALI,WALLMODERN,Uygun Degil
12266,220512,YENİ MAHALLE 1,POINT (29.0873950163474 41.0671819725221),Beykoz,Y.MAHALLE,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12267,210682,ŞEHİT YAŞAR GÜNAYDIN,POINT (29.2420229999936 40.8939200005371),Pendik,KARTAL CEZAEVI 16C,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12268,211252,ŞAHİNTEPE,POINT (29.2566450461337 40.9247519746936),Pendik,HILAL KONUTLARI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12269,211331,AHMET TEVETOĞLU CAMİİ,POINT (29.2777360000094 40.9152719991187),Pendik,KARTAL,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12270,121642,ÇAMLIK CADDESİ,POINT (28.9245079999874 41.0760540005659),Eyüpsultan,YESILPINAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12271,132481,FEVZİ ÇAKMAK CADDESİ,POINT (28.9472899999881 41.0710590005651),Eyüpsultan,ALIBEYKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
12272,100021,OKTAY RIFAT CADDESİ,POINT (28.6952759999759 41.0045240005537),Esenyurt,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12273,213292,EVLİYA ÇELEBİ CADDESİ,POINT (29.2784000267414 40.9117269976449),Pendik,KARTAL  METRO,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12274,133743,BEŞİKTAŞ STADYUMU,POINT (28.9953630227868 41.0400039598331),Besiktas,KAGITHANE,VAR,KAPALI,CCMODERN,Uygun Degil
12275,301421,GÜMÜŞSUYU PERON,POINT (28.9893627184921 41.0398635748449),Beyoglu,TAKSIM,YOK,KAPALI,WALLMODERN,Uygun Degil
12276,303421,GÜMÜŞSUYU PERON,POINT (28.9888440377159 41.0396069629426),Beyoglu,PERON,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12277,214601,BURHANİYE CAMİİ,POINT (29.048072030039 41.0311739624203),Üsküdar,BURHANIYE PERON,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12278,215271,BAĞLARBAŞI KÜLTÜR MERKEZİ,POINT (29.0360889999903 41.0244180005577),Üsküdar,ÜMRANIYE,YOK,KAPALI,WALLMODERN,Uygun
12279,261691,BOSNA SOKAK,POINT (29.2302219735486 40.9070890414563),Kartal,KARTAL,YOK,,İETTBAYRAK,Uygun Degil
12280,100652,AĞAÇ SARAY EVLERİ,POINT (28.6264299999701 41.0569030005622),Esenyurt,BEYLIKDÜZÜ,YOK,KAPALI,İETTMODERN,Uygun Degil
12281,229152,KIRKLAR VADİSİ,POINT (29.3915029926025 40.9263370257359),Tuzla,KARTAL,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12282,225782,KAYNARCA,POINT (29.2604340000096 40.8789809991195),Pendik,KADIKÖY (E-5),YOK,FULL KAPALI,İSTON DAR,Uygun Degil
12283,208572,HUDUT CADDESİ GİRİŞİ,POINT (29.2272539999934 40.8905990005365),Pendik,KADIKÖY,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12284,207292,ÖZ BARBAROS,POINT (29.2094019999931 40.931791000543),Kartal,UGUR MUMCU 21U,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12285,208011,HACILAR SOKAK,POINT (29.1607429999926 40.91254700054),Kartal,UGURMUMCU,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12286,123503,ÇEŞME,POINT (28.8523979882223 41.0362989870551),Bagcilar,(92K) BAGCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12287,123342,İHRAMCIZADE CAMİİ,POINT (28.5449579999953 41.0141099991158),Büyükçekmece,KUMBURGAZ,YOK,KAPALI,CCMODERNDR,Uygun Degil
12288,128292,FATİH SULTAN MEHMET ORTAOKULU,POINT (28.595554999967 41.019023000556),Büyükçekmece,BÜYÜKÇEKMECE,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
12289,133171,HÜNER SOKAK,POINT (28.5224159999576 40.9974230005522),Büyükçekmece,GÜZELCE,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
12290,228102,İSTİKLAL CADDESİ,POINT (29.289567971812 40.8637370352431),Pendik,PENDIK,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12291,127901,OBA EVLERİ,POINT (28.6772059999749 41.0186260005562),Esenyurt,ÖRNEK MAH.-H.DERE,YOK,KAPALI,CCMODERN,Uygun
12292,129611,1866.SOKAK,POINT (28.6647189999739 41.0234190005569),Esenyurt,KIRAÇ-HARAMIDERE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12293,130042,1919.SOKAK,POINT (28.6669079999741 41.0134930005553),Esenyurt,HARAMIDERE-KIRAÇ,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12294,130261,HALKKENT SİTESİ,POINT (28.6270919999703 41.0279080005575),Esenyurt,HADIMKÖY,YOK,KAPALI,CCMODERNDR,Uygun Degil
12295,130522,VEDAT ALTUN SOKAK,POINT (28.6786219999749 41.0622680005632),Esenyurt,ESENYURT-BOGAZKÖY,YOK,KAPALI,CCMODERNDR,Uygun Degil
12296,211161,ÇALKANTI SOKAK,POINT (29.2263780041207 40.9207900066498),Kartal,KARTAL,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12297,211181,YASEMİN SOKAK,POINT (29.2292059519985 40.9228899657929),Kartal,KARTAL,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12298,211202,DİDEM SOKAK,POINT (29.2375149706023 40.9220750081884),Kartal,HILAL KONUTLARI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12299,210791,YENİŞEHİR MUHTARLIĞI,POINT (29.1454059999922 40.9940090005529),Atasehir,KADIKÖY 14SB,YOK,KAPALI,CCMODERN,Uygun Degil
12300,103562,MANOLYA,POINT (28.7697229999813 40.9976450005531),Küçükçekmece,HALKALI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12301,206062,TAÇ SPOR,POINT (29.1285220298398 40.9844269925296),Atasehir,KADIKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12302,205571,MARMARA ÜNİVERSİTESİ GÜZEL SANATLAR FAKÜLTESİ,POINT (29.0463699999905 41.0060340005548),Kadiköy,KADIKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil
12303,205871,ŞEHİT ORHUN GÖYTAN,POINT (29.0574649999908 40.9912240005524),Kadiköy,GÖZCÜBABA,YOK,AÇIK,İETTBAYRAK,Uygun
12304,106901,50.YIL MUHTARLIĞI,POINT (28.870158010144 41.0935410219587),Sultangazi,50.YIL.MAH.,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12305,131392,ESENKENT PARK,POINT (28.6693000000048 41.0608999991152),Esenyurt,BOGAZKÖY,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
12306,132102,BAYDEMİRLER,POINT (28.6398939999715 41.0379020005592),Esenyurt,BEYLIKDÜZÜ-KIRAÇ,YOK,AÇIK,İETTBAYRAK,Uygun
12307,208132,KARTAL SU DEPOSU,POINT (29.193309999993 40.9020350005384),Kartal,KADIKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12308,208162,ANKARA CADDESİ,POINT (29.1849589999929 40.9072600005392),Kartal,KADIKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
12309,113334,FABRİKALAR,POINT (29.0113309999896 41.0800130005666),Sisli,MASLAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12310,113351,ZİNCİRLİKUYU,POINT (29.0145569999897 41.069669000565),Sisli,BESIKTAS,VAR,KAPALI,WALLMODERN,Uygun Degil
12311,115411,ZİNCİRLİKUYU METROBÜS,POINT (29.0123749999896 41.0652470005642),Sisli,BESIKTAS,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12312,117241,ALİ SAMİ YEN,POINT (29.0017499999895 41.0664270005644),Sisli,ZINCIRLIKUYU,YOK,KAPALI,WALLMODERN,Uygun Degil
12313,117271,ŞİŞLİ CAMİİ,POINT (28.9896290044371 41.0624219634574),Sisli,MECIDIYEKÖY,VAR,KAPALI,WALLMODERN,Uygun Degil
12314,118341,GÜLBAĞ,POINT (28.9947129999893 41.0746930005657),Sisli,SON DURAK,VAR,KAPALI,CCMODERN,Uygun Degil
12315,118542,MAÇKA,POINT (28.9949919999894 41.0443380005609),Sisli,SISLI,YOK,KAPALI,WALLMODERN,Uygun Degil
12316,133102,TUĞRA,POINT (28.646146999972 41.073847000565),Esenyurt,AKÇABURGAZ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12317,176951,EVREN SANAYİ 2,POINT (28.6586419957877 41.0573219679222),Esenyurt,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12318,285551,KURTKÖY ANADOLU LİSESİ,POINT (29.296258000009 40.9124669991183),Pendik,GIDIS,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12319,165162,YUNUS EMRE PARKI ,POINT (28.6316279999706 41.0775720005655),Esenyurt,AKÇABURGAZ,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
12320,166461,CEMAL PAŞA CADDESİ,POINT (28.679833999975 41.0551420005621),Esenyurt,ESENKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12321,229271,SAĞLIK MERKEZİ,POINT (29.3994709849773 40.8790099903706),Tuzla,AKFIRAT EVLERI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12322,206562,KİPTAŞ KONUTLARI,POINT (29.2537479999936 40.9144370005403),Pendik,KARTAL,YOK,KAPALI,İETTCAMLI,Uygun Degil
12323,214342,KURTULUŞ CADDESİ,POINT (29.1808699999926 41.0048190005546),Ümraniye,ÜSKÜDAR,YOK,KAPALI,CCMODERN,Uygun Degil
12324,214352,ESENKENT MAHALLESİ MUHTARLIĞI,POINT (29.1871033881004 41.0017508513895),Ümraniye,ÜMRANIYE,YOK,AÇIK,İETTMODERN,Uygun Degil
12325,222301,ALTINŞEHİR,POINT (29.1432119999921 41.0162780005565),Ümraniye,SARIGAZI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12326,222331,DUDULLU,POINT (29.1615609999923 41.0161490005564),Ümraniye,SARIGAZI LOJ.,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12327,222781,TEV ZAHİDE ZEHRA GARRİNG ORTAOKULU,POINT (29.1368890277906 41.0113730129816),Ümraniye,IMES,YOK,KAPALI,CCMODERN,Uygun Degil
12328,223462,CENGİZ TOPEL,POINT (29.0945689999914 41.0127850005559),Ümraniye,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12329,204491,SARIGAZİ MESLEKİ VE TEKNİK ANADOLU LİSESİ,POINT (29.213174999993 41.0044190005546),Sancaktepe,YENIDOGAN,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12330,100822,SANCAKTEPE MEVKİİ,POINT (28.2118159999224 41.0811719991121),Silivri,CEZAEVI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12331,116981,ANADOLU SOKAK ,POINT (29.0308949957859 41.1597960207247),Sariyer,KOCATAS,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12332,132131,FUNDA,POINT (28.6820519999751 41.0638530005634),Basaksehir,BAHÇESEHIR-YENIKAPI,VAR,KAPALI,CCMODERN,Uygun
12333,133352,BEDRETTİN DALAN BULVARI,POINT (28.7978429999825 41.0768810005659),Basaksehir,TOKI AYAZMA,YOK,KAPALI,DİĞER,Uygun Degil
12334,111644,HADIMKÖY PTT,POINT (28.6226290000019 41.155349999113),Arnavutköy,TOKI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12335,209822,PLEVNE CADDESİ,POINT (29.2292969999934 40.8881090005361),Pendik,YENI MAHALLE,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12336,206741,FATİH CAMİİ,POINT (29.2680809568794 40.8821830073936),Pendik,ESENLER,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12337,207192,CEMİLE ÇOPUROĞLU ORTAOKULU,POINT (29.2745650048386 40.8946949700652),Pendik,SULTANBEYLI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12338,221872,ANADOLU KAVAĞI SAPAĞI,POINT (29.1295349999915 41.1662730005806),Beykoz,A.FENERI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12339,259272,HARMANTEPE,POINT (29.1420989757578 41.2010459803189),Beykoz,KAVACIK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12340,116052,KOLEJ,POINT (29.0480519999901 41.1891160005842),Sariyer,SARIYER,YOK,KAPALI,CCMODERN,Uygun
12341,216032,EBRU SOKAK,POINT (29.2250309999931 41.0086270005552),Sancaktepe,YENI DOGAN,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12342,127525,İKİTELLİ KÖPRÜSÜ,POINT (28.8137059861074 41.045246026904),Bagcilar,IKITELLI AKSARAY,YOK,FULL KAPALI,İSTON DAR,Uygun Degil
12343,122532,ECELER,POINT (28.7956919999828 40.9695500005486),Bakirköy,FLORYA,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12344,123121,GEZİ YOLU,POINT (28.871805999986 40.9749450005497),Bakirköy,YESILKÖY,VAR,KAPALI,WALLMODERN,Uygun Degil
12345,115102,SULTAN SELİM MAHALLESİ MERKEZ CAMİİ,POINT (28.9967689999893 41.0910160005683),Kagithane,SEYRANTEPE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12346,108042,YENİKÖY SAHİL,POINT (28.7218049999771 41.3266040006063),Arnavutköy,KARABURUN,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
12347,105912,ARAÇ MUAYENE İSTASYONU,POINT (28.6957139999757 41.1840180005829),Arnavutköy,DURSUNKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12348,212961,ZÜBEYDE HANIM İMAM HATİP ORTAOKULU,POINT (29.2339329999935 40.893654000537),Pendik,SON DURAK (134K),YOK,AÇIK,AÇIK DURAK,Uygun Degil
12349,208052,YILDIRIM BEYAZIT CAMİİ,POINT (29.2725030192056 40.8819370078732),Pendik,GÜZELYALI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12350,208241,YALÇIN SOKAK,POINT (29.2855330448175 40.8758750415325),Pendik,KURTKÖY,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12351,208571,HUDUT CADDESİ GİRİŞİ,POINT (29.2272769999934 40.8906780005365),Pendik,YENI MAHALLE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12352,215371,ELALMIŞ CADDESİ,POINT (29.1269339999919 40.9996530005538),Ümraniye,KADIKÖY 14BK,YOK,KAPALI,İETTCAMLI,Uygun Degil
12353,118842,HALİL RIFAT PAŞA,POINT (28.9723179999888 41.0585700005631),Sisli,ÇAGLAYAN,YOK,KAPALI,WALLMODERN,Uygun Degil
12354,123702,BAĞCILAR,POINT (28.8575580385372 41.034340005753),Bagcilar,YÜZYIL KÖPRÜSÜ,YOK,,AÇIK DURAK,Uygun Degil
12355,126471,İÇKENT,POINT (28.6713169999742 41.0763500005654),Basaksehir,ESENKENT-BOGAZKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12356,126451,ESENLER OTO SANAYİ SİTESİ,POINT (28.8013589999826 41.0786090005661),Basaksehir,BASAKSEHIR-ISTOÇ,YOK,KAPALI,CCMODERNDR,Uygun Degil
12357,116481,YAHYA KEMAL YOKUŞU-ŞEHİT MEHMET ALİ KILIÇ,POINT (28.988866999989 41.0831050005669),Kagithane,LEVENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12358,122501,KONAKLI,POINT (28.7983239999829 40.9711390005489),Bakirköy,BESYOL,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12359,260391,GÜMÜŞ SOKAK,POINT (29.370846045233 40.8590160077933),Çayirova,KARTAL,YOK,KAPALI,DİĞER,Uygun Degil
12360,209981,MİSAKI MİLLİ CADDESİ,POINT (29.2725429999939 40.8751360005341),Pendik,PARSELLER,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12361,208892,ÇAMLIK SPOR TESİSLERİ,POINT (29.2824600272529 40.9278930244921),Pendik,SULTANBEYLI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12362,113325,4.LEVENT,POINT (29.0077509999896 41.0841030005673),Sisli,ZINCIRLIKUYU 63-64Ç,YOK,KAPALI,CCMODERN,Uygun Degil
12363,301391,KAĞITHANE,POINT (28.9754330346512 41.0805139602682),Kagithane,SON DURAK(65-G),YOK,AÇIK,İETTBAYRAK,Uygun Degil
12364,127811,4.ETAP 2.KISIM,POINT (28.810249999983 41.0958170005689),Basaksehir,ISTOÇ,VAR,KAPALI,CCMODERN,Uygun Degil
12365,218391,ACARKENT D3 KAPISI,POINT (29.1382029902125 41.1080330134348),Beykoz,ÜSKÜDAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12366,218831,ŞEHİT ÖMER HALİSDEMİR MESLEKİ VE TEKNİK ANADOLU LİSESİ,POINT (29.0961530000113 41.1398229991139),Beykoz,BEYKOZ,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12367,203402,ORTA CAMİİ,POINT (29.1044109999915 41.0379920005599),Ümraniye,KURAN KURSU,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12368,206601,BATTALGAZİ CAMİİ,POINT (29.2682220448235 40.9150080305076),Pendik,AYDOS  132A-16C,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12369,130501,MASKO,POINT (28.8029060078683 41.0649340398926),Basaksehir,ÇOBANÇESME,YOK,,AÇIK DURAK,Uygun Degil
12370,128352,OBA,POINT (28.5422849999604 41.0030390005533),Büyükçekmece,MIMARSINAN-BATIKÖY,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
12371,322006,BAŞAKŞEHİR METROKENT,POINT (28.8010649941572 41.1084019778947),Basaksehir,SON DURAK,YOK,AÇIK,AÇIK DURAK,Uygun Degil
12372,223681,YAMANEVLER,POINT (29.1041869999915 41.0280300005583),Ümraniye,KAZIM KARABEKIR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12373,203282,NEVZAT AYAZ ANADOLU LİSESİ,POINT (29.1050559999914 41.0304590005586),Ümraniye,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12374,223711,MEYVELİ BAHÇE CAMİİ,POINT (29.1011339999914 41.0391100005601),Ümraniye,KAZIM KARABEKIR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12375,219291,TÜNEL,POINT (29.0416429999904 41.0396770005602),Üsküdar,BEYKOZ,VAR,KAPALI,WALLMODERN,Uygun Degil
12376,216832,ADAY SOKAK,POINT (29.2592719999935 41.0104360005556),Sancaktepe,ÜMRANIYE,YOK,KAPALI,İETTBAYRAK,Uygun Degil
12377,227831,ÖĞRENCİ YURDU,POINT (29.2498469999937 40.8956360005373),Pendik,HARMANDERE,VAR,KAPALI,CCMODERNDR,Uygun Degil
12378,227962,BORA SOKAK,POINT (29.2631160000095 40.8902759991192),Pendik,ANKARA CADDESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12379,177032,MEHMETÇİK CADDESİ,POINT (28.9970319804598 41.0566069919445),Sisli,IHLAMUR,YOK,,AÇIK DURAK,Uygun Degil
12380,216892,İNKILAP MAHALLESİ MUHTARLIĞI,POINT (29.1098369999916 41.0359550005596),Ümraniye,HISAR CAD.,YOK,AÇIK,İETTBAYRAK,Uygun Degil
12381,111031,ÇOCUK SİTESİ,POINT (28.8581789999854 40.9931420005525),Bakirköy,CEVIZLIBAG,VAR,KAPALI,CCMODERN,Uygun
12382,122102,MAKBULE ATADAN,POINT (28.8635739999857 40.9808050005506),Bakirköy,ATAKÖY 10. KISIM,YOK,AÇIK,İETTBAYRAK,Uygun Degil
