,SDURAKKODU,SDURAKADI,KOORDINAT,ILCEADI,SYON,AKILLI,FIZIKI,DURAK_TIPI,ENGELLIKULLANIM
167,121191,GÜNER AKIN ANADOLU İMAM HATİP LİSESİ,POINT (28.9467839999882 41.0442200005608),Beyoglu,KASIMPASA,YOK,KAPALI,CCMODERN,Uygun Degil
168,166451,ŞİŞHANE 4,POINT (28.9695369999888 41.0278650005582),Beyoglu,UNKAPANI,VAR,KAPALI,CCMODERN,Uygun
169,305421,GÜMÜŞSUYU PERON,POINT (28.9888429999892 41.0391480005601),Beyoglu,PERON,YOK,AÇIK,İETTBAYRAK,Uygun Degil
170,127331,KOCASİNAN İLKOKULU,POINT (28.8413289999847 41.0170590005563),Bahçelievler,YENIBOSNA METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil
171,222871,İSHAKLI SAPAĞI,POINT (29.2941790072815 41.1382079857638),Beykoz,CUMHURIYET KÖYÜ,YOK,AÇIK,AÇIK DURAK,Uygun Degil
172,214962,HAFİZE ÖZAL ORTAOKULU,POINT (29.0479739999905 41.0202520005571),Üsküdar,ÜSKÜDAR,YOK,KAPALI,CCMODERN,Uygun Degil
173,215461,NAKKAŞTEPE,POINT (29.0397219999903 41.0318840005589),Üsküdar,BAGLARBASI,YOK,KAPALI,CCMODERN,Uygun Degil
174,177832,LOZAN CADDESİ,POINT (28.6245849769365 41.0357690367906),Esenyurt,TÜYAP,YOK,AÇIK,İETTBAYRAK,Uygun Degil
175,227841,ÜÇEVLER,POINT (29.2536409999937 40.8966120005375),Pendik,KURTKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
176,207302,KUMCULAR,POINT (29.2058980000102 40.8837909991194),Kartal,KADIKÖY,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
177,208092,FAHRİ KORUTÜRK CADDESİ,POINT (29.192349999993 40.8948650005372),Kartal,KADIKÖY  16Y,YOK,KAPALI,CCMODERN,Uygun Degil
178,203602,NECİP FAZIL CADDESİ,POINT (29.2393890000099 41.0169979991165),Sancaktepe,YENIDOGAN,YOK,AÇIK,İETTBAYRAK,Uygun Degil
179,128911,GÜLYALI,POINT (28.4075269999358 41.0455330005593),Büyükçekmece,SILIVRI-B.ÇEKMECE,YOK,KAPALI,CCMODERN,Uygun Degil
180,900431,BEYKENT,POINT (28.631458944095 41.0193465787747),Esenyurt,TÜYAP,VAR,KAPALI,ISTASYON,Uygun Degil
181,218512,KOÇULLU SAPAĞI,POINT (29.3408589870585 41.0813130443969),Çekmeköy,ÜMRANIYE,YOK,AÇIK,AÇIK DURAK,Uygun Degil
182,204862,TOPKAPI CADDESİ,POINT (29.133755999992 41.0206680005572),Ümraniye,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
183,130031,UFUK CADDESİ,POINT (28.6636159999738 41.0157270005557),Esenyurt,KIRAÇ-HARAMIDERE,YOK,KAPALI,CCMODERN,Uygun Degil
184,213411,ORHANLI MESLEKİ VE TEKNİK ANADOLU LİSESİ,POINT (29.3507259999946 40.9003780005381),Tuzla,KURTKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
185,128502,ŞEHİT HAKAN KARAKURT,POINT (28.6901079999759 41.0397760005597),Esenyurt,YESILKENT,YOK,AÇIK,AÇIK DURAK,Uygun Degil
186,128512,AMASYALILAR CADDESİ,POINT (28.692558999976 41.0410380005599),Esenyurt,YESILKENT,YOK,AÇIK,İETTBAYRAK,Uygun
187,211172,YÜREKKAYALAR SOKAK,POINT (29.227621016273 40.9227739854625),Kartal,HILAL KONUTLARI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
188,211741,ORMAN SOKAK,POINT (29.2241549999933 40.925596000542),Kartal,UGUR MUMCU,YOK,KAPALI,CCMODERNDR,Uygun Degil
189,211451,UYDUKENT,POINT (29.133508999992 40.9865290005517),Atasehir,KADIKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
190,213851,KAYIŞDAĞI DUDULLU CADDESİ,POINT (29.1323739914019 40.9814500208762),Atasehir,KADIKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
191,228732,SÜREYYAPAŞA HASTANESİ,POINT (29.1421209999922 40.950203000546),Maltepe,KADIKÖY,YOK,KAPALI,CCMODERN,Uygun
192,226424,ATAŞEHİR ANADOLU LİSESİ,POINT (29.1245500000109 40.9774089991173),Atasehir,BOST. KÖP. 19 D,YOK,AÇIK,İETTBAYRAK,Uygun Degil
193,260732,TÜRK İŞ 1.KISIM,POINT (29.1511659999922 40.9892640005521),Atasehir,ACARLAR 19T,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
194,130551,KAMELYA SOKAK,POINT (28.6503739999725 41.0457520005605),Esenyurt,KIRAÇ-BEYLIKDÜZÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
195,133091,DEPO,POINT (28.6474209999721 41.0690050005642),Esenyurt,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
196,208342,KARTAL SAHİL,POINT (29.1870959999929 40.887555000536),Kartal,KADIKÖY,VAR,KAPALI,CCMODERN,Uygun Degil
197,117233,GAYRETTEPE,POINT (29.0047699999895 41.0675170005646),Sisli,TAKSIM,YOK,KAPALI,WALLMODERN,Uygun Degil
198,118116,ŞİŞLİ MESLEKİ VE TEKNİK ANADOLU LİSESİ,POINT (28.9852440416386 41.0671850374685),Sisli,ÇAGLAYAN YOLU-SISLI,VAR,KAPALI,CCMODERNDR,Uygun Degil
199,133801,TALATPAŞA CADDESİ,POINT (28.6722429999732 41.0608990005622),Esenyurt,BÜYÜKÇEKMECE,YOK,KAPALI,İETTCAMLI,Uygun Degil
200,133841,ESENYURT GEÇİT,POINT (28.6770269999743 41.0334390005582),Esenyurt,BAKIRKÖY,YOK,FULL KAPALI,İSTON GENİŞ_İBB,Uygun Degil
201,206162,CEMİL MERİÇ CADDESİ,POINT (29.2803710032601 40.8740610140116),Pendik,KARTAL,YOK,AÇIK,AÇIK DURAK,Uygun Degil
202,206622,PİRİ REİS,POINT (29.2737849999939 40.9154150005405),Pendik,KARTAL,YOK,KAPALI,İETTCAMLI,Uygun Degil
203,222312,ÇAYIRÖNÜ,POINT (29.1498289999922 41.0159980005565),Ümraniye,ÜSKÜDAR,YOK,AÇIK,İETTÜÇGEN,Uygun Degil
204,222332,DUDULLU,POINT (29.1606939999923 41.0163900005565),Ümraniye,ÜSKÜDAR,VAR,KAPALI,CCMODERN,Uygun Degil
205,222861,GENÇTÜRK SOKAK,POINT (29.1316789999919 41.0142200005561),Ümraniye,IMES 14ES,YOK,AÇIK,İETTBAYRAK,Uygun Degil
206,125731,KOCA YUSUF İLKOKULU,POINT (28.8329709999842 41.0408370005601),Bagcilar,BAKIRKÖY MAHMUTBEY,YOK,KAPALI,CCMODERNDR,Uygun Degil
207,117542,KIRMIZI MİNARE,POINT (28.9495580000115 41.0422999991159),Beyoglu,KASIMPASA,VAR,KAPALI,CCMODERN,Uygun Degil
208,203031,YENİKÖY,POINT (29.8503069999987 41.117982000573),Sile,HACIKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
209,114114,SİTELER YOLU ,POINT (29.0344799896137 41.138385999821),Sariyer,HACI OSMAN,YOK,KAPALI,WALLMODERN,Uygun Degil
210,133521,SALACAK SİTESİ,POINT (28.8027149999826 41.1122820005715),Basaksehir,BAKIRKÖY,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
211,204022,AKŞEMSETTİN İLKOKULU,POINT (29.3010319999941 40.9471090005455),Sultanbeyli,SULTANBEYLI,YOK,KAPALI,İSTON DAR,Uygun Degil
212,221751,YUŞA MEZARLIĞI,POINT (29.0868560000113 41.1581179991135),Beykoz,A.KAVAGI,YOK,AÇIK,İETTBAYRAK,Uygun
213,214531,TOPAL OSMAN CADDESİ,POINT (29.2194609999931 40.9760820005501),Sancaktepe,KARTAL,YOK,KAPALI,İETTCAMLI,Uygun Degil
214,122542,ATIŞ POLİGONU,POINT (28.7937239999826 40.9709250005489),Bakirköy,FLORYA,YOK,AÇIK,İETTBAYRAK,Uygun Degil
215,122621,SEFAKÖY,POINT (28.7992089999828 40.9986190005533),Bakirköy,SIRINEVLER,VAR,KAPALI,CCMODERN,Uygun Degil
216,105311,YAVUZ SOKAK,POINT (28.7072319999766 41.1896170005838),Arnavutköy,TASOLUK-HARAÇCI,YOK,KAPALI,İETTCAMLI,Uygun Degil
217,225504,VETERİNER ARAŞTIRMA,POINT (29.2141839999933 40.8801440005349),Kartal,KADIKÖY (SAHIL),YOK,KAPALI,CCMODERN,Uygun
218,227712,YAKACIK ÇOCUK HASTANESİ,POINT (29.2190769999933 40.918849000541),Kartal,UGURMUMCU,YOK,FULL KAPALI,İSTON DAR,Uygun Degil
219,210112,ATAŞEHİR YOLU,POINT (29.0982459999915 41.0012720005541),Atasehir,ÜMRANIYE,YOK,KAPALI,CCMODERN,Uygun Degil
220,118591,19 MAYIS MAHALLESİ,POINT (28.9927709999893 41.0586900005631),Sisli,IHLAMUR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
221,111791,CAHİT SITKI TARANCI CADDESİ,POINT (28.6145619999684 41.1778420005817),Arnavutköy,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
222,106422,ARNAVUTKÖY YOLU,POINT (28.8197640958082 41.1364932585071),Eyüpsultan,ARNAVUTKÖY,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
223,108461,KARLIBAYIR MERKEZ CAMİ,POINT (28.713726999977 41.1830960005828),Arnavutköy,ARNAVUTKÖY,YOK,KAPALI,CCMODERNDR,Uygun Degil
224,109492,SAZLIBOSNA,POINT (28.6757739999737 41.156471000578),Arnavutköy,HADIMKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
225,212061,FATİH İSTASYONU,POINT (29.3678839581272 40.8055910167017),Darica,PENDIK,YOK,AÇIK,AÇIK DURAK,Uygun Degil
226,209432,ÇAMLIK İSMEK,POINT (29.2756019999938 40.9302330005428),Pendik,SULTANBEYLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
227,208791,TERSANE CADDESİ GİRİŞİ,POINT (29.2792310000094 40.8679079991197),Pendik,KAVAKPINAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
228,208931,ALİYA İZZET BEGOVİÇ CAMİİ,POINT (29.2832899999939 40.9295710005427),Pendik,PENDIK,YOK,KAPALI,CCMODERN,Uygun
229,209022,ALPSU SİTESİ,POINT (29.2930759523428 40.9268019913156),Pendik,SULTANBEYLI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
230,116662,CESUR SOKAK,POINT (28.9910030169239 41.0997490067746),Sariyer,SEYRANTEPE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
231,217182,ŞEHİT ÖĞRETMEN NURGÜL KALE ORTAOKULU,POINT (29.1886509999927 41.0075020005551),Sancaktepe,KADIKÖY,YOK,KAPALI,CCMODERNDR,Uygun Degil
232,217991,GEDİZ SOKAK,POINT (29.1977829999928 40.9978580005536),Sancaktepe,KADIKÖY,YOK,FULL KAPALI,İSTON DAR,Uygun Degil
233,220072,ŞEHİT GÖKHAN ESEN,POINT (29.0608509999907 41.0475800005614),Üsküdar,ÜSKÜDAR,YOK,KAPALI,İETTCAMLI,Uygun Degil
234,322057,4.LEVENT METRO,POINT (29.0072424425654 41.0839753613158),Sisli,SON DURAK,YOK,AÇIK,AÇIK DURAK,Uygun Degil
235,322042,BEŞİKTAŞ PERONLAR,POINT (29.0068714000116 41.042593299116),Besiktas,SON DURAK,YOK,FULL KAPALI,CCMODERN,Uygun Degil
236,122132,HARBİYE,POINT (28.9877683351125 41.0486920099629),Sisli,PERON,YOK,AÇIK,AÇIK DURAK,Uygun Degil
237,115401,KOCATAŞ (TEPE),POINT (29.0276900083826 41.1690120188634),Sariyer,SON DURAK,YOK,,AÇIK DURAK,Uygun Degil
238,116281,BİRLİK MAHALLESİ,POINT (29.0008359999894 41.0997700005698),Kagithane,EMINÖNÜ,YOK,KAPALI,CCMODERN,Uygun Degil
239,117902,KAĞITHANE GARAJI,POINT (28.9582629999884 41.0658640005643),Kagithane,KAGITHANE,VAR,KAPALI,CCMODERN,Uygun Degil
240,219241,DEREBOYU SOKAK,POINT (29.0639009618764 41.0400479920124),Üsküdar,SONDURAK,YOK,AÇIK,AÇIK DURAK,Uygun Degil
241,900061,BURHANİYE,POINT (29.0466112721858 41.0316813819232),Üsküdar,ZINCIRLIKUYU,YOK,KAPALI,ISTASYON,Uygun
242,261232,POLONEZ YOLU,POINT (29.2525789588645 41.1245400083065),Beykoz,CUMHURIYET,YOK,AÇIK,AÇIK DURAK,Uygun Degil
243,261581,FENOMEN SOKAK,POINT (29.1827329999925 41.0839680005673),Beykoz,KARANLIKDERE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
244,220522,DR.ÖMER BESİMPAŞA CADDESİ,POINT (29.0916439999912 41.0672470005646),Beykoz,Y.MAHALLE,YOK,KAPALI,CCMODERNDR,Uygun Degil
245,227795,PENDİK YHT İSTASYONU,POINT (29.2306260000099 40.8807679991194),Pendik,PERON ALANI,YOK,KAPALI,CCMODERN,Uygun Degil
246,227882,GEDİK ÜNİVERSİTESİ,POINT (29.2786959999939 40.9047080005388),Pendik,PENDIK 16K-133K-132,VAR,KAPALI,CCMODERN,Uygun Degil
247,128661,MENEKŞE,POINT (28.5428669685095 41.0494449734179),Büyükçekmece,TEPECIK,YOK,KAPALI,DİĞER,Uygun Degil
248,204442,BAHÇELİEVLER CELİL CAMİİ,POINT (29.0855939999911 41.0600530005634),Ümraniye,BAHÇELIEVLER,YOK,AÇIK,İETTBAYRAK,Uygun
249,111042,ŞİRİNEVLER,POINT (28.8451050383794 40.9914719851971),Bakirköy,CEVIZLIBAG,VAR,KAPALI,WALLMODERN,Uygun Degil
250,111252,İNCİRLİ,POINT (28.8700539999859 40.9940500005527),Bakirköy,ÖMÜR,VAR,KAPALI,WALLMODERN,Uygun Degil
251,122031,MEDENİ BERK İLKOKULU,POINT (28.8420469999848 40.9880180005517),Bakirköy,ATAKÖY 10. KISIM,YOK,AÇIK,İETTBAYRAK,Uygun Degil
252,122231,ATAKÖY 5.KISIM,POINT (28.8532299645041 40.9776880115705),Bakirköy,YESILKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil
253,125781,HASTANE,POINT (28.8393029999846 41.0222590005571),Bagcilar,GÜNESLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
254,126631,TÜRK TELEKOM,POINT (28.8501509923181 41.0291160182985),Bagcilar,CAMLIKAHVE-KIRAZLI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
255,217062,HALDUN ALAGAŞ,POINT (29.1051499925888 41.0254409560566),Ümraniye,TEPEÜSTÜ 11H,YOK,,İETTBAYRAK,Uygun Degil
256,228142,AHMET YESEVİ,POINT (29.3083009999943 40.8683520005331),Pendik,PENDIK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
257,208971,KARACA SOKAK,POINT (29.2096729999932 40.8903480005365),Kartal,KADIKÖY,YOK,KAPALI,CCMODERNDR,Uygun Degil
258,209631,KARTAL POLİKLİNİKLER,POINT (29.2066409999931 40.9013000005382),Kartal,KARTAL,YOK,AÇIK,İETTÜÇGEN,Uygun
259,209962,YAKACIK CADDESİ,POINT (29.200324999993 40.8963610005374),Kartal,CEZAEVI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
260,216971,SANAYİ CADDESİ,POINT (29.1529199999923 41.0031100005543),Ümraniye,IMES 320,YOK,AÇIK,İETTBAYRAK,Uygun Degil
261,125682,BAĞCILAR GAZİOSMANPAŞA İLKOKULU,POINT (28.8315529999842 41.0311220005585),Bagcilar,EVREN MAH,YOK,AÇIK,İETTBAYRAK,Uygun Degil
262,225634,YENİSAHRA ,POINT (29.0896919999914 40.9852990005514),Kadiköy,HAVALIMANI,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
263,205651,ŞEHİT ÖĞRETMEN MEHMET FİDAN İLKOKULU,POINT (29.1345359999921 40.9762540005501),Atasehir,KADIKÖY,YOK,KAPALI,CCMODERNDR,Uygun Degil
264,226652,FATİH CAMİİ,POINT (29.1510599999923 40.9806190005508),Atasehir,KAYISDAGI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
265,209541,BATI ATAŞEHİR PERONLAR,POINT (29.1042269999916 40.9952760005531),Atasehir,PERON,YOK,KAPALI,WALLMODERN,Uygun Degil
266,210111,ATAŞEHİR YOLU,POINT (29.0980389999915 41.000848000554),Atasehir,M.KEMAL MH.,YOK,AÇIK,İETTBAYRAK,Uygun
267,102681,KIRAÇ,POINT (28.6401650000031 41.0306249991157),Esenyurt,SON DURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
268,102932,YEŞİLKENT MAHALLESİ,POINT (28.6627069999737 41.0258160005573),Esenyurt,ESENYURT,YOK,FULL KAPALI,İSTON DAR,Uygun Degil
269,103271,OKURLAR CADDESİ,POINT (28.6954769999763 41.0181520005562),Esenyurt,AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun
270,103931,SİTELER,POINT (28.678273999975 41.0144110005556),Esenyurt,BEYLIKDÜZÜ,YOK,AÇIK,AÇIK DURAK,Uygun Degil
271,208412,LALE SİTESİ,POINT (29.2841989999939 40.9336530005434),Pendik,KARTAL,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
272,227982,PENDİK EMNİYET MÜDÜRLÜĞÜ,POINT (29.2432329999936 40.8786920005346),Pendik,KARTAL,YOK,KAPALI,İETTCAMLI,Uygun Degil
273,228832,FENERBAHÇELİLER SİTESİ,POINT (29.3118439927008 40.9329300126618),Pendik,SULTANBEYLI,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
274,213771,GÜZELBAHÇE SİTESİ,POINT (29.2814809999939 40.9220740005415),Pendik,KARTAL METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil
275,213092,ATATÜRK CADDESİ,POINT (29.3724179660602 40.7933489938631),Darica,GEBZE ISTASYON,YOK,AÇIK,İETTBAYRAK,Uygun Degil
276,210423,YEMEK SİTESİ,POINT (29.2692559999939 40.8709660005334),Pendik,KAVAKPINAR 133K,YOK,AÇIK,İETTBAYRAK,Uygun Degil
277,210681,ŞEHİT YAŞAR GÜNAYDIN,POINT (29.2418809999936 40.893866000537),Pendik,KADIKÖY,YOK,KAPALI,İETTCAMLI,Uygun Degil
278,900182,TOPKAPI - ŞEHİT MUSTAFA CAMBAZ,POINT (28.9167529478281 41.0199970452399),Zeytinburnu,MECIDIYEKÖY,YOK,KAPALI,ISTASYON,Uygun Degil
279,900242,ŞİRİNEVLER,POINT (28.8446672510462 40.9917990665263),Bahçelievler,ZINCIRLIKUYU,VAR,KAPALI,ISTASYON,Uygun Degil
280,210002,SEMERKANT BULVARI,POINT (29.2773229999939 40.918982000541),Pendik,SULTANBEYLI,YOK,FULL KAPALI,İSTON DAR,Uygun Degil
281,212462,MİLLİ EĞİTİM VAKFI,POINT (29.2979549999942 40.8646610005325),Pendik,AYDINLI TOKI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
282,117341,ALTINTEPE,POINT (28.9834719999891 41.03905400056),Beyoglu,TARLABASI,YOK,KAPALI,İETTBAYRAK,Uygun Degil
283,117402,TOPHANE,POINT (28.9798859999891 41.0267830005581),Beyoglu,EMINÖNÜ,VAR,KAPALI,WALLMODERN,Uygun Degil
284,117411,KEMERALTI,POINT (28.976891999989 41.0249810005578),Beyoglu,EMINÖNÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
285,117942,AKOM,POINT (28.9665479999886 41.0859450005675),Kagithane,KAGITHANE,YOK,AÇIK,OVAL KIRMIZI,Uygun Degil
286,118012,GİRNE CADDESİ,POINT (28.9690719999886 41.0937400005688),Kagithane,KAGITHANE,YOK,KAPALI,CCMODERN,Uygun Degil
287,118042,KUŞKONMAZ,POINT (28.9680629844791 41.0908120120819),Kagithane,KEMERBURGAZ,YOK,KAPALI,CCMODERNDR,Uygun Degil
288,205071,SÜTÇÜYOLU SOKAK,POINT (29.0849449999911 41.03905100056),Üsküdar,ÜSKÜDAR,YOK,KAPALI,İETTMODERN,Uygun Degil
289,127092,CUMHURİYET CADDESİ,POINT (28.6630619999737 41.0308070005582),Esenyurt,KIRAÇ,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
290,127761,ESENKENT,POINT (28.6714939999743 41.0630900005634),Esenyurt,ESENYURT-BAHÇESEHIR,VAR,KAPALI,CCMODERN,Uygun Degil
291,127861,FATİH SULTAN MEHMET CADDESİ,POINT (28.666673999974 41.0275640005576),Esenyurt,ÖRNEK MAH.-H.DERE,YOK,KAPALI,CCMODERN,Uygun Degil
292,105071,1047.SOKAK,POINT (28.6694669999742 41.0227510005569),Esenyurt,AVCILAR,YOK,KAPALI,İETTMODERN,Uygun Degil
293,228112,BAŞKENT,POINT (29.2924149999942 40.8641140005324),Pendik,PENDIK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
294,228172,BAKÜ CADDESİ,POINT (29.3008259999941 40.9198460005412),Pendik,PENDIK,YOK,KAPALI,CCMODERN,Uygun Degil
295,228272,BAHÇELİEVLER,POINT (29.2864090000093 40.8853749991193),Pendik,PENDIK,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
296,228312,TUĞBA TALEBE YURDU,POINT (29.2921660189233 40.899068002486),Pendik,PARSELLER 133K,YOK,AÇIK,AÇIK DURAK,Uygun Degil
297,207352,ŞEN SOKAK,POINT (29.1537319737039 40.95997401004),Maltepe,KADIKÖY  19B,YOK,AÇIK,AÇIK DURAK,Uygun Degil
298,178261,ORHAN GAZİ İLKOKULU,POINT (28.6591289999719 41.0681270005632),Esenyurt,Esenyurt,YOK,AÇIK,İETTBAYRAK,Uygun Degil
299,124781,SPOR TESİSLERİ,POINT (28.8704529999858 41.0235950005574),Güngören,GÜNGÖREN,YOK,FULL KAPALI,İSTON DAR,Uygun Degil
300,125232,MERTER SİTELERİ,POINT (28.8907409972456 41.0140589703296),Güngören,TAKSIM-TOZKOPARAN,YOK,AÇIK,AÇIK DURAK,Uygun Degil
301,130242,POYRAZ SOKAK,POINT (28.8823119999863 41.0077250005549),Güngören,MERTER CAMII,YOK,AÇIK,İETTBAYRAK,Uygun Degil
302,218032,GÜMÜŞ SOKAK,POINT (29.0925810482944 41.0443840250797),Ümraniye,SEYRANTEPE 11K,YOK,AÇIK,AÇIK DURAK,Uygun Degil
303,223461,CENGİZ TOPEL,POINT (29.0945120145941 41.0128500332576),Ümraniye,ESENEVLER,YOK,AÇIK,AÇIK DURAK,Uygun Degil
304,101301,İSTİKLAL CADDESİ,POINT (28.5458479999608 41.026605000557),Büyükçekmece,TEPEKENT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
305,202802,İMRENLİ KÖYÜ,POINT (29.7384699999977 41.1463480005775),Sile,AGVA,YOK,KAPALI,İETTMODERN,Uygun Degil
306,200892,NİŞANTEPE İLKOKULU,POINT (29.2616059999935 41.044376000561),Çekmeköy,ÜMRANIYE,YOK,KAPALI,CCMODERN,Uygun Degil
307,126512,ESENKENT CAMİİ,POINT (28.6728069999744 41.0585380005626),Esenyurt,ESENYURT-B.SEHIR,YOK,FULL KAPALI,İSTON DAR,Uygun Degil
308,100501,IHLAMUR SOKAK,POINT (28.6707299999745 40.9899210005516),Beylikdüzü,BAKIRKÖY,YOK,KAPALI,İETTMODERN,Uygun Degil
309,100712,GÜRPINAR MEZARLIĞI,POINT (28.6195569999698 40.9896710005514),Beylikdüzü,GÜRPINAR,YOK,AÇIK,İETTBAYRAK,Uygun
310,228781,İLAÇ FABRİKASI,POINT (29.3220719999943 40.9369570005439),Pendik,PENDIK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
311,229431,FATİH CADDESİ,POINT (29.2547089999937 40.9037870005387),Pendik,HILAL KONUTLARI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
312,229993,SULTANBEYLİ PERONLAR,POINT (29.296724999994 40.9380200005441),Pendik,PENDIK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
313,230212,KAVİ SİTESİ,POINT (29.2945079823295 40.9357060380448),Pendik,SULTANBEYLI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
314,230301,ESER SOKAK,POINT (29.3079469999943 40.8632920005322),Pendik,TUZLA,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
315,230351,LOKMAN HEKİM CAMİİ,POINT (29.3102249999942 40.9113980005398),Pendik,KARTAL,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
316,215631,AYAZMA MEVKİİ,POINT (29.1974109999925 41.1648980005805),Beykoz,BEYKOZ 136,YOK,AÇIK,İETTBAYRAK,Uygun Degil
317,124742,YÜCEBAĞ,POINT (28.8632259999855 41.0319660005588),Bagcilar,BAGCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
318,125201,FATİH MAHALLESİ YANYOL,POINT (28.8487439999849 41.0559400005626),Bagcilar,AKSARAY,VAR,KAPALI,CCMODERN,Uygun
319,219131,SPOR YOLU CADDESİ,POINT (29.2636359726256 40.9901000114002),Sultanbeyli,ÜMRANIYE,YOK,AÇIK,AÇIK DURAK,Uygun Degil
320,104732,KAZIM KARABEKİR CADDESİ,POINT (28.6177619999695 40.999327000553),Beylikdüzü,DEREAGZI MAH.,YOK,AÇIK,İETTBAYRAK,Uygun Degil
321,126951,EMLAKBANK KONUTLARI,POINT (28.6439080000033 41.0125339991162),Beylikdüzü,AVCILAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil
322,108452,SAZLIBOSNA YOLU,POINT (28.7059966699466 41.182722615735),Arnavutköy,HARAÇCI,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
323,230522,AHMET KUTSİ TECER İLKOKULU,POINT (29.2423349999936 40.887218000536),Pendik,GÖZDAGI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
324,261451,PAPATYA SİTESİ,POINT (29.2702329999938 40.9232250005417),Pendik,SULTANBEYLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
325,402201,PENDİK,POINT (29.2440840000097 40.8741959991195),Pendik,2.PERON,YOK,KAPALI,CCMODERN,Uygun Degil
326,209302,ŞEHİT İBRAHİM CENGİZ İMAM HATİP ORTAOKULU,POINT (29.1500289999923 40.9596420005474),Maltepe,BASIBÜYÜK,YOK,AÇIK,İETTBAYRAK,Uygun
327,109802,GERME,POINT (28.6611840019357 41.274811011389),Arnavutköy,TERKOS,YOK,AÇIK,İETTBAYRAK,Uygun Degil
328,301031,EMİNÖNÜ,POINT (28.9696080418371 41.0188510252247),Fatih,SAHIL (10),VAR,KAPALI,WALLMODERN,Uygun Degil
329,223222,ABDİPAŞA,POINT (29.074550999991 41.026133000558),Üsküdar,ÜSKÜDAR,YOK,KAPALI,CCMODERN,Uygun Degil
330,104501,BAĞCILAR MEYDAN,POINT (28.8559179999852 41.033808000559),Bagcilar,BEYAZIT,YOK,KAPALI,CCMODERN,Uygun Degil
331,133851,BÖLGE İDARE MAHKEMESİ,POINT (28.828824999984 41.0632980005637),Bagcilar,SONDURAK,YOK,KAPALI,CCMODERN,Uygun
332,217731,YENİDÜNYA SİTESİ,POINT (29.1733379999924 41.0062880005549),Ümraniye,KADIKÖY,YOK,FULL KAPALI,İSTON DAR_İBB,Uygun Degil
333,217941,IHLAMUR EVLERİ,POINT (29.1455519999921 41.0161270005565),Ümraniye,S.GAZI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
334,109081,TOKİ KONUTLARI,POINT (28.7043089999763 41.2047750005863),Arnavutköy,ARNAVUTKÖY,YOK,KAPALI,İETTCAMLI,Uygun Degil
