,HAT_KODU,HAT_ADI,TAM_HAT_ADI,HAT_DURUMU,BOLGE,SEFER_SURESI
379,33TM,GİYİMKENT / TURGUTREİS - MECİDİYEKÖY,33TM/GİYİMKENT / TURGUTREİS - MECİDİYEKÖY,1,Avrupa2,88.25
380,33Y,GİYİMKENT / YÜZYIL MAHALLESİ - EMİNÖNÜ,33Y/GİYİMKENT / YÜZYIL MAHALLESİ - EMİNÖNÜ,1,Avrupa2,100.14
381,34,AVCILAR-ZİNCİRLİKUYU,34/AVCILAR-ZİNCİRLİKUYU,1,Metrobüs,144.26
382,34-1,AVCILAR-ZİNCİRLİKUYU,34-1/AVCILAR-ZİNCİRLİKUYU,0,Avrupa2,10.0
383,34-2,AVCILAR-ZİNCİRLİKUYU,34-2/AVCILAR-ZİNCİRLİKUYU,0,Avrupa2,10.0
384,34-3,AVCILAR-ZİNCİRLİKUYU,34-3/AVCILAR-ZİNCİRLİKUYU,0,Avrupa2,10.0
385,34A,CEVİZLİBAĞ - SÖĞÜTLÜÇEŞME,34A/CEVİZLİBAĞ - SÖĞÜTLÜÇEŞME,1,Metrobüs,109.43
386,34A-1,CEVİZLİBAĞ-SÖĞÜTLÜÇEŞME,34A-1/CEVİZLİBAĞ-SÖĞÜTLÜÇEŞME,0,Avrupa2,10.0
387,34A-2,CEVİZLİBAĞ-SÖĞÜTLÜÇEŞME,34A-2/CEVİZLİBAĞ-SÖĞÜTLÜÇEŞME,0,Avrupa2,10.0
388,34A-3,CEVİZLİBAĞ-SÖĞÜTLÜÇEŞME,34A-3/CEVİZLİBAĞ-SÖĞÜTLÜÇEŞME,0,Avrupa2,10.0
389,34AS,AVCILAR - SÖĞÜTLÜÇEŞME,34AS/AVCILAR - SÖĞÜTLÜÇEŞME,1,Metrobüs,198.81
390,34AS-1,AVCILAR - SÖĞÜTLÜÇEŞME,34AS-1/AVCILAR - SÖĞÜTLÜÇEŞME,0,Avrupa2,10.0
391,34AS-2,AVCILAR - SÖĞÜTLÜÇEŞME,34AS-2/AVCILAR - SÖĞÜTLÜÇEŞME,0,Avrupa2,10.0
392,34AS-3,AVCILAR - SÖĞÜTLÜÇEŞME,34AS-3/AVCILAR - SÖĞÜTLÜÇEŞME,0,Avrupa2,10.0
393,34B,BEYLİKDÜZÜ-AVCILAR,34B/BEYLİKDÜZÜ-AVCILAR,1,Metrobüs,47.74
394,34B-1,BEYLİKDÜZÜ-AVCILAR,34B-1/BEYLİKDÜZÜ-AVCILAR,0,Avrupa2,10.0
395,34BZ,BEYLİKDÜZÜ - ZİNCİRLİKUYU,34BZ/BEYLİKDÜZÜ - ZİNCİRLİKUYU,1,Metrobüs,189.73
396,34BZ-1,BEYLİKDÜZÜ - ZİNCİRLİKUYU,34BZ-1/BEYLİKDÜZÜ - ZİNCİRLİKUYU,0,Avrupa2,10.0
397,34BZ-2,BEYLİKDÜZÜ - ZİNCİRLİKUYU,34BZ-2/BEYLİKDÜZÜ - ZİNCİRLİKUYU,0,Avrupa2,10.0
398,34BZ-3,BEYLİKDÜZÜ - ZİNCİRLİKUYU,34BZ-3/BEYLİKDÜZÜ - ZİNCİRLİKUYU,0,Avrupa2,10.0
399,34C,BEYLİKDÜZÜ-CEVİZLİBAĞ,34C/BEYLİKDÜZÜ-CEVİZLİBAĞ,1,Metrobüs,139.55
400,34C-1,BEYLİKDÜZÜ-CEVİZLİBAĞ,34C-1/BEYLİKDÜZÜ-CEVİZLİBAĞ,0,Metrobüs,10.0
401,34C-3,BEYLİKDÜZÜ-CEVİZLİBAĞ,34C-3/BEYLİKDÜZÜ-CEVİZLİBAĞ,0,Metrobüs,10.0
402,34G,BEYLİKDÜZÜ-SÖĞÜTLÜÇEŞME,34G/BEYLİKDÜZÜ-SÖĞÜTLÜÇEŞME,1,Metrobüs,244.28
403,34G-1,BEYLİKDÜZÜ - SÖĞÜTLÜÇEŞME,34G-1/BEYLİKDÜZÜ - SÖĞÜTLÜÇEŞME,0,Avrupa2,10.0
404,34G-2,BEYLİKDÜZÜ - SÖĞÜTLÜÇEŞME,34G-2/BEYLİKDÜZÜ - SÖĞÜTLÜÇEŞME,0,Avrupa2,10.0
405,34G-3,BEYLİKDÜZÜ - SÖĞÜTLÜÇEŞME,34G-3/BEYLİKDÜZÜ - SÖĞÜTLÜÇEŞME,0,Avrupa2,10.0
406,34T,AVCILAR -TOPKAPI,34T/AVCILAR -TOPKAPI,1,Metrobüs,94.08
407,34U,ZİNCİRLİKUYU-UZUNÇAYIR,34U/ZİNCİRLİKUYU-UZUNÇAYIR,1,Metrobüs,44.93
408,34Z,ZİNCİRLİKUYU-SÖĞÜTLÜÇEŞME,34Z/ZİNCİRLİKUYU-SÖĞÜTLÜÇEŞME,1,Metrobüs,54.55
409,34Z-1,ZİNCİRLİKUYU-SÖĞÜTLÜÇEŞME,34Z-1/ZİNCİRLİKUYU-SÖĞÜTLÜÇEŞME,0,Avrupa2,10.0
410,34Z-2,ZİNCİRLİKUYU-SÖĞÜTLÜÇEŞME,34Z-2/ZİNCİRLİKUYU-SÖĞÜTLÜÇEŞME,0,Avrupa2,10.0
411,34Z-3,ZİNCİRLİKUYU-SÖĞÜTLÜÇEŞME,34Z-3/ZİNCİRLİKUYU-SÖĞÜTLÜÇEŞME,0,Avrupa2,10.0
412,35,KOCAMUSTAFAPAŞA - EMİNÖNÜ,35/KOCAMUSTAFAPAŞA - EMİNÖNÜ,1,Avrupa2,29.82
413,35A,KOCAMUSTAFAPAŞA - AKSARAY,35A/KOCAMUSTAFAPAŞA - AKSARAY,1,Avrupa2,10.7
414,35C,KOCAMUSTAFAPAŞA - TAKSİM,35C/KOCAMUSTAFAPAŞA - TAKSİM,1,Avrupa2,39.93
415,35D,KOCAMUSTAFAPAŞA - BALAT,35D/KOCAMUSTAFAPAŞA - BALAT,1,Avrupa2,46.98
416,36,KARADENİZ MAHALLESİ - AKSARAY,36/KARADENİZ MAHALLESİ - AKSARAY,1,Avrupa2,66.52
417,36A,CEBECİ - VEZNECİLER,36A/CEBECİ - VEZNECİLER,1,Avrupa2,82.59
418,36AS,TAŞOLUK PERON - SEFAKÖY METROBÜS,36AS/TAŞOLUK PERON - SEFAKÖY METROBÜS,1,Avrupa2,202.38
419,36AY,ARNAVUTKÖY - YENİBOSNA METRO,36AY/ARNAVUTKÖY - YENİBOSNA METRO,1,Avrupa2,173.67
420,36B,BOLLUCA / BOĞAZKÖY - CEBECİ,36B/BOLLUCA / BOĞAZKÖY - CEBECİ,1,Avrupa2,116.1
421,36C,CEBECİ-ARNAVUTKÖY MERKEZ,36C/CEBECİ-ARNAVUTKÖY MERKEZ,1,Avrupa2,79.73
422,36CB,CEBECİ KÖYÜ - İSTİKLAL MAHALLESİ,36CB/CEBECİ KÖYÜ - İSTİKLAL MAHALLESİ,1,Avrupa2,108.38
423,36CE,CEBECİ - EMİNÖNÜ,36CE/CEBECİ - EMİNÖNÜ,1,Avrupa2,107.69
424,36CY,CEBECİ - YENİBOSNA METRO,36CY/CEBECİ - YENİBOSNA METRO,1,Avrupa2,120.68
425,36D,ARNAVUTKÖY - DELİKLİKAYA,36D/ARNAVUTKÖY - DELİKLİKAYA,1,Avrupa2,174.77
426,36E,50.YIL MAHALLESİ - AKSARAY,36E/50.YIL MAHALLESİ - AKSARAY,0,Avrupa2,70.81
427,36EM,CEBECİ - MECİDİYEKÖY,36EM/CEBECİ - MECİDİYEKÖY,1,Avrupa2,114.57
428,36ES,ESENTEPE MAHALLESİ - AKSARAY,36ES/ESENTEPE MAHALLESİ - AKSARAY,1,Avrupa2,84.69
429,36F,CEBECİ - FENERTEPE/OLİMPİYATKÖY METRO,36F/CEBECİ - FENERTEPE/OLİMPİYATKÖY METRO,1,Avrupa2,113.33
430,36G,CEBECİ - SULTANGAZİ BELEDİYE,36G/CEBECİ - SULTANGAZİ BELEDİYE,0,Avrupa2,80.72
431,36HT,FATİH MAHALLESİ- HARAÇÇI - CEBECİ,36HT/FATİH MAHALLESİ- HARAÇÇI - CEBECİ,1,Avrupa2,143.59
432,36KE,KARADENİZ MAHALLESİ - EMİNÖNÜ,36KE/KARADENİZ MAHALLESİ - EMİNÖNÜ,1,Avrupa2,73.99
433,36L,MESCİDİ SELAM - BEŞİKTAŞ,36L/MESCİDİ SELAM - BEŞİKTAŞ,1,Avrupa2,120.18
434,36M,CEBECİ - MECİDİYEKÖY,36M/CEBECİ - MECİDİYEKÖY,1,Avrupa2,105.85
435,36P,CEBECİ-KÜÇÜKKÖY-EYÜPSULTAN,36P/CEBECİ-KÜÇÜKKÖY-EYÜPSULTAN,0,Avrupa2,81.01
436,36S,HABİPLER - SULTANGAZİ BELEDİYESİ,36S/HABİPLER - SULTANGAZİ BELEDİYESİ,1,Avrupa2,58.63
437,36T,CEBECİ - TAKSİM,36T/CEBECİ - TAKSİM,1,Avrupa2,130.67
438,36TC,TAŞOLUK PERON- CEBECİ,36TC/TAŞOLUK PERON- CEBECİ,1,Avrupa2,129.15
439,36V,YAYLA MAHALLESİ - VEZNECİLER,36V/YAYLA MAHALLESİ - VEZNECİLER,1,Avrupa2,109.43
440,36Y,TAŞOLUK PERON - YENİKAPI,36Y/TAŞOLUK PERON - YENİKAPI,1,Avrupa2,195.72
441,36YM,YUNUS EMRE MAHALLESİ - MECİDİYEKÖY,36YM/YUNUS EMRE MAHALLESİ - MECİDİYEKÖY,0,Avrupa2,85.2
442,36YS,YASSIÖREN - ARNAVUTKÖY,36YS/YASSIÖREN - ARNAVUTKÖY,1,Avrupa2,162.38
443,37,YEŞİLPINAR -YILDIZTABYA- EYÜPSULTAN,37/YEŞİLPINAR -YILDIZTABYA- EYÜPSULTAN,0,Avrupa3,51.57
444,37A,ALİBEYKÖY METRO - EDİRNEKAPI METROBÜS,37A/ALİBEYKÖY METRO - EDİRNEKAPI METROBÜS,0,Avrupa3,51.15
445,37E,ÇIRÇIR METRO - EMİNÖNÜ,37E/ÇIRÇIR METRO - EMİNÖNÜ,1,Avrupa3,73.68
446,37M,ÇIRÇIR METRO - MECİDİYEKÖY,37M/ÇIRÇIR METRO - MECİDİYEKÖY,1,Avrupa3,81.76
447,37T,ÇIRÇIR METRO - TAKSİM,37T/ÇIRÇIR METRO - TAKSİM,1,Avrupa3,76.2
448,37Y,ÇIRÇIR METRO - VEZNECİLER,37Y/ÇIRÇIR METRO - VEZNECİLER,1,Avrupa3,61.87
449,38,YUNUS EMRE MAHALLESİ - AKSARAY,38/YUNUS EMRE MAHALLESİ - AKSARAY,1,Avrupa2,78.8
450,38B,YUNUS EMRE MAHALLESİ - VEZNECİLER,38B/YUNUS EMRE MAHALLESİ - VEZNECİLER,1,Avrupa2,75.51
451,38E,G.O.P. DEVLET HASTANESİ - EMİNÖNÜ,38E/G.O.P. DEVLET HASTANESİ - EMİNÖNÜ,1,Avrupa2,73.17
452,38G,G.O.P. DEVLET HASTANESİ - MECİDİYEKÖY,38G/G.O.P. DEVLET HASTANESİ - MECİDİYEKÖY,1,Avrupa2,85.88
453,38H,ZÜBEYDE HANIM MAHALLESİ - HABİBLER,38H/ZÜBEYDE HANIM MAHALLESİ - HABİBLER,1,Avrupa2,66.98
454,38KT,KARADENİZ MAHALLESİ - TAKSİM,38KT/KARADENİZ MAHALLESİ - TAKSİM,1,Avrupa2,86.9
455,38M,CEVATPAŞA / KÜÇÜKKÖY - MECİDİYEKÖY,38M/CEVATPAŞA / KÜÇÜKKÖY - MECİDİYEKÖY,1,Avrupa2,95.12
456,38T,KÜÇÜKKÖY-TAKSİM,38T/KÜÇÜKKÖY-TAKSİM,1,Avrupa2,78.69
457,38Z,ZÜBEYDE HANIM MAHALLESİ - AKSARAY,38Z/ZÜBEYDE HANIM MAHALLESİ - AKSARAY,1,Avrupa2,72.04
458,39,AKŞEMSETTİN - YENİKAPI,39/AKŞEMSETTİN - YENİKAPI,1,Avrupa3,83.62
459,399B,EMNİYETTEPE - EMİNÖNÜ,399B/EMNİYETTEPE - EMİNÖNÜ,1,Avrupa3,83.24
460,399C,ESENTEPE MAHALLESİ - EMİNÖNÜ,399C/ESENTEPE MAHALLESİ - EMİNÖNÜ,1,Avrupa2,106.26
461,39A,AKŞEMSETTİN - VEZNECİLER,39A/AKŞEMSETTİN - VEZNECİLER,1,Avrupa3,76.24
462,39B,ÇIRÇIR METRO - VEZNECİLER,39B/ÇIRÇIR METRO - VEZNECİLER,1,Avrupa3,74.4
463,39D,YEŞİLPINAR - YENİKAPI,39D/YEŞİLPINAR - YENİKAPI,1,Avrupa3,88.05
464,39K,BİNEVLER - YENİKAPI,39K/BİNEVLER - YENİKAPI,1,Avrupa3,90.42
465,39M,ALİBEYKÖY METRO - EDİRNEKAPI METROBÜS,39M/ALİBEYKÖY METRO - EDİRNEKAPI METROBÜS,0,Avrupa3,42.39
466,39O,YEŞİLPINAR - OTOGAR,39O/YEŞİLPINAR - OTOGAR,1,Avrupa3,85.57
467,39Y,YEŞİLPINAR - VEZNECİLER,39Y/YEŞİLPINAR - VEZNECİLER,1,Avrupa3,75.82
468,39Ç,KAĞITHANE - AKSARAY,39Ç/KAĞITHANE - AKSARAY,1,Avrupa3,110.21
469,3A,KADIKÖY - ÜNALAN MAHALLESİ,3A/KADIKÖY - ÜNALAN MAHALLESİ,1,Anadolu1,36.25
470,3B,KADIKÖY - ÜNALAN MAHALLESİ,3B/KADIKÖY - ÜNALAN MAHALLESİ,1,Anadolu1,42.03
471,4,MALTEPE SAHİL - KADIKÖY,4/MALTEPE SAHİL - KADIKÖY,1,Anadolu1,66.96
472,40,RUMELİFENERİ / GARİPÇE - TAKSİM,40/RUMELİFENERİ / GARİPÇE - TAKSİM,1,Avrupa3,191.48
473,400A,YEŞİLKENT- AVCILAR METROBÜS,400A/YEŞİLKENT- AVCILAR METROBÜS,1,Avrupa1,73.16
474,401,ÇATALCA - AVCILAR METROBÜS,401/ÇATALCA - AVCILAR METROBÜS,1,Avrupa1,158.96
475,401T,TEPEKENT - AVCILAR METROBÜS,401T/TEPEKENT - AVCILAR METROBÜS,1,Avrupa1,115.31
476,402,BİNKILIÇ - ÇATALCA,402/BİNKILIÇ - ÇATALCA,1,Avrupa1,264.73
477,403,ÇİFTLİKKÖY - ÇATALCA,403/ÇİFTLİKKÖY - ÇATALCA,1,Avrupa1,164.46
478,404,YALIKÖY / KARACAKÖY - ÇATALCA,404/YALIKÖY / KARACAKÖY - ÇATALCA,1,Avrupa1,297.15
479,40B,SARIYER - BEŞİKTAŞ,40B/SARIYER - BEŞİKTAŞ,1,Avrupa3,112.49
480,40T,İSTİNYE DEREİÇİ - TAKSİM,40T/İSTİNYE DEREİÇİ - TAKSİM,1,Avrupa3,79.54
481,41,SİNPAŞ SİTESİ - 4.LEVENT METRO,41/SİNPAŞ SİTESİ - 4.LEVENT METRO,1,Avrupa3,81.76
482,418,HADIMKÖY - AVCILAR METROBÜS,418/HADIMKÖY - AVCILAR METROBÜS,1,Avrupa1,173.71
483,41A,AYAZAĞA - 4. LEVENT METRO,41A/AYAZAĞA - 4. LEVENT METRO,1,Avrupa3,30.64
484,41AT,AYAZAĞA - DAVUTPAŞA Y.T.Ü,41AT/AYAZAĞA - DAVUTPAŞA Y.T.Ü,1,Avrupa3,134.13
485,41C,AYAZAĞA - SARIYER,41C/AYAZAĞA - SARIYER,1,Avrupa3,92.61
486,41E,AYAZAĞA - KABATAŞ,41E/AYAZAĞA - KABATAŞ,1,Avrupa3,69.19
487,41N,NİŞANTAŞI ÜNİVERSİTESİ - MASLAK,41N/NİŞANTAŞI ÜNİVERSİTESİ - MASLAK,1,Avrupa3,16.1
488,41SF,SARIYER - FATİH SULTAN MEHMET,41SF/SARIYER - FATİH SULTAN MEHMET,1,Avrupa3,97.28
489,41SM,AYAZAĞA GARAJI - 4.LEVENT METRO,41SM/AYAZAĞA GARAJI - 4.LEVENT METRO,1,Avrupa3,39.4
490,41ST,SEYRANTEPE - TOPKAPI,41ST/SEYRANTEPE - TOPKAPI,1,Avrupa3,103.06
491,41Y,AYAZAĞA - YENİKAPI,41Y/AYAZAĞA - YENİKAPI,1,Avrupa3,111.13
492,42,BAHÇEKÖY / FERAHEVLER - ZİNCİRLİKUYU METROBÜS,42/BAHÇEKÖY / FERAHEVLER - ZİNCİRLİKUYU METROBÜS,1,Avrupa3,103.86
493,429,KIRAÇ - AVCILAR METROBÜS,429/KIRAÇ - AVCILAR METROBÜS,1,Avrupa1,104.74
494,429A,KIRAÇ - AVCILAR METROBÜS,429A/KIRAÇ - AVCILAR METROBÜS,1,Avrupa1,104.34
495,42HM,BAHÇEKÖY - HACIOSMAN METRO,42HM/BAHÇEKÖY - HACIOSMAN METRO,1,Avrupa3,39.49
496,42K,SARIYER - KAZIM KARABEKİR,42K/SARIYER - KAZIM KARABEKİR,1,Avrupa3,31.64
497,42KM,4.LEVENT METRO - KOCATAŞ,42KM/4.LEVENT METRO - KOCATAŞ,0,Avrupa3,70.47
498,42KT,SARIYER - KOCATAŞ,42KT/SARIYER - KOCATAŞ,1,Avrupa3,32.22
499,42M,BAHÇEKÖY - ZİNCİRLİKUYU METROBÜS,42M/BAHÇEKÖY - ZİNCİRLİKUYU METROBÜS,1,Avrupa3,83.78
500,42T,BAHÇEKÖY - TAKSİM,42T/BAHÇEKÖY - TAKSİM,1,Avrupa3,132.2
501,42Z,HACIOSMAN METRO - KAZIM KARABEKİR,42Z/HACIOSMAN METRO - KAZIM KARABEKİR,1,Avrupa3,26.04
502,43,DİKİLİTAŞ - TAKSİM,43/DİKİLİTAŞ - TAKSİM,0,Avrupa3,34.69
503,43R,RUMELİ HİSARÜSTÜ - KABATAŞ,43R/RUMELİ HİSARÜSTÜ - KABATAŞ,1,Avrupa3,44.46
504,448,MİMARSİNAN - AVCILAR METROBÜS,448/MİMARSİNAN - AVCILAR METROBÜS,1,Avrupa1,117.66
505,44B,HAMİDİYE MAHALLESİ - EMİNÖNÜ,44B/HAMİDİYE MAHALLESİ - EMİNÖNÜ,1,Avrupa3,85.61
506,458,GÜRPINAR - AVCILAR METROBÜS,458/GÜRPINAR - AVCILAR METROBÜS,1,Avrupa1,117.71
507,46E,HÜRRİYET MAHALLESİ - EMİNÖNÜ,46E/HÜRRİYET MAHALLESİ - EMİNÖNÜ,1,Avrupa3,43.62
508,46KT,KUŞTEPE - ŞİŞLİ,46KT/KUŞTEPE - ŞİŞLİ,1,Avrupa3,12.96
509,46T,ÇAĞLAYAN - TOPKAPI,46T/ÇAĞLAYAN - TOPKAPI,1,Avrupa3,73.34
510,46Ç,KAĞITHANE - EMİNÖNÜ,46Ç/KAĞITHANE - EMİNÖNÜ,1,Avrupa3,55.22
511,47,YEŞİLPINAR - EMİNÖNÜ,47/YEŞİLPINAR - EMİNÖNÜ,1,Avrupa3,78.22
512,47A,ALİBEYKÖY CEP OTOGARI - YENİKAPI,47A/ALİBEYKÖY CEP OTOGARI - YENİKAPI,1,Avrupa3,82.79
513,47E,BİNEVLER - EMİNÖNÜ,47E/BİNEVLER - EMİNÖNÜ,1,Avrupa3,67.03
514,47F,ÇIRÇIR METRO - 4.LEVENT METRO,47F/ÇIRÇIR METRO - 4.LEVENT METRO,1,Avrupa3,89.39
515,47K,KAZIM KARABEKİR - EMİNÖNÜ,47K/KAZIM KARABEKİR - EMİNÖNÜ,1,Avrupa3,82.44
516,47L,BİNEVLER -  HACIOSMAN METRO,47L/BİNEVLER -  HACIOSMAN METRO,1,Avrupa3,110.08
517,47N,NUR SİTESİ - EMİNÖNÜ,47N/NUR SİTESİ - EMİNÖNÜ,1,Avrupa3,80.24
518,47Ç,GÜZELTEPE - EMİNÖNÜ,47Ç/GÜZELTEPE - EMİNÖNÜ,1,Avrupa3,65.59
519,48,GÖKTÜRK - MECİDİYEKÖY,48/GÖKTÜRK - MECİDİYEKÖY,1,Avrupa3,105.7
520,48A,GÖKTÜRK - KAZLIÇEŞME,48A/GÖKTÜRK - KAZLIÇEŞME,1,Avrupa3,145.41
521,48B,ARICILAR / HAMİDİYE MAHALLESİ - ŞİŞLİ,48B/ARICILAR / HAMİDİYE MAHALLESİ - ŞİŞLİ,0,Avrupa3,50.34
522,48C,KEMERBURGAZ - ÇİFTALAN KÖYÜ,48C/KEMERBURGAZ - ÇİFTALAN KÖYÜ,1,Avrupa3,68.07
523,48D,GÖKTÜRK - HACIOSMAN METRO,48D/GÖKTÜRK - HACIOSMAN METRO,1,Avrupa3,105.54
524,48E,GÖKTÜRK - EMİNÖNÜ,48E/GÖKTÜRK - EMİNÖNÜ,1,Avrupa3,128.17
525,48F,AKPINAR KÖYÜ-MECİDİYEKÖY,48F/AKPINAR KÖYÜ-MECİDİYEKÖY,1,Avrupa3,183.0
526,48G,GÖKTÜRK- MESCİDİ SELAM,48G/GÖKTÜRK- MESCİDİ SELAM,1,Avrupa3,102.74
527,48H,HAMİDİYE MAHALLESİ - ŞİŞLİ,48H/HAMİDİYE MAHALLESİ - ŞİŞLİ,1,Avrupa3,40.04
528,48K,KEMERBURGAZ - AĞAÇLI KÖYÜ,48K/KEMERBURGAZ - AĞAÇLI KÖYÜ,1,Avrupa3,114.69
529,48KA,KEMERBURGAZ - ARNAVUTKÖY,48KA/KEMERBURGAZ - ARNAVUTKÖY,1,Avrupa3,143.86
530,48KM,KEMERBURGAZ BAÜ-KEMERBURGAZ,48KM/KEMERBURGAZ BAÜ-KEMERBURGAZ,0,Avrupa3,108.41
531,48L,GÖKTÜRK - 4.LEVENT METRO,48L/GÖKTÜRK - 4.LEVENT METRO,1,Avrupa3,118.86
532,48M,AKPINAR KÖYÜ-ARNAVUTKÖY,48M/AKPINAR KÖYÜ-ARNAVUTKÖY,1,Avrupa3,93.12
533,48N,EMNİYETTEPE - TAKSİM,48N/EMNİYETTEPE - TAKSİM,1,Avrupa3,54.81
534,48P,KEMERBURGAZ - AKPINAR KÖYÜ,48P/KEMERBURGAZ - AKPINAR KÖYÜ,1,Avrupa3,102.56
535,48R,KENT ORMANI - MECİDİYEKÖY,48R/KENT ORMANI - MECİDİYEKÖY,0,Avrupa3,127.75
536,48S,SADABAT EVLERİ - ŞİŞLİ,48S/SADABAT EVLERİ - ŞİŞLİ,0,Avrupa3,33.65
537,48T,HAMİDİYE MAHALLESİ - TAKSİM,48T/HAMİDİYE MAHALLESİ - TAKSİM,1,Avrupa3,68.14
538,48U,BAHÇEŞEHİR ÜNİVERSİTESİ - KEMERBURGAZ,48U/BAHÇEŞEHİR ÜNİVERSİTESİ - KEMERBURGAZ,1,Avrupa3,8.16
539,48Y,YEŞİLPINAR - GÖKTÜRK,48Y/YEŞİLPINAR - GÖKTÜRK,1,Avrupa3,110.73
540,49,CEBECİ - ŞİŞLİ,49/CEBECİ - ŞİŞLİ,1,Avrupa2,78.02
541,49A,AKŞEMSETTİN - ŞİŞLİ,49A/AKŞEMSETTİN - ŞİŞLİ,1,Avrupa3,64.77
542,49B,ÇIRÇIR METRO- ŞİŞLİ,49B/ÇIRÇIR METRO- ŞİŞLİ,1,Avrupa3,61.14
543,49G,YUNUS EMRE MAHALLESİ - KÜÇÜKKÖY- ŞİŞLİ,49G/YUNUS EMRE MAHALLESİ - KÜÇÜKKÖY- ŞİŞLİ,1,Avrupa2,97.25
544,49GB,YUNUS EMRE MAHALLESİ / BARAJ YOLU - ŞİŞLİ,49GB/YUNUS EMRE MAHALLESİ / BARAJ YOLU - ŞİŞLİ,1,Avrupa2,89.48
545,49K,BİNEVLER - ŞİŞLİ,49K/BİNEVLER - ŞİŞLİ,1,Avrupa3,63.86
546,49M,KAZIM KARABEKİR - ŞİŞLİ,49M/KAZIM KARABEKİR - ŞİŞLİ,1,Avrupa3,81.6
547,49T,YEŞİLPINAR - TAKSİM,49T/YEŞİLPINAR - TAKSİM,1,Avrupa3,68.7
548,49Y,YEŞİLPINAR - ŞİŞLİ,49Y/YEŞİLPINAR - ŞİŞLİ,1,Avrupa3,68.96
549,49Z,YEŞİLPINAR - ZİNCİRLİKUYU METROBÜS,49Z/YEŞİLPINAR - ZİNCİRLİKUYU METROBÜS,1,Avrupa3,88.12
550,5,VALİEVLERİ - ÜSKÜDAR,5/VALİEVLERİ - ÜSKÜDAR,1,Anadolu1,63.2
551,500A,KADIKÖY - EDİRNEKAPI / TOPKAPI,500A/KADIKÖY - EDİRNEKAPI / TOPKAPI,0,Anadolu1,111.93
552,500K,TUZLA ŞİFA MAHALLESİ - KAVACIK KÖPRÜSÜ,500K/TUZLA ŞİFA MAHALLESİ - KAVACIK KÖPRÜSÜ,0,Anadolu2,229.45
553,500L,LEVENT - CEVİZLİBAĞ,500L/LEVENT - CEVİZLİBAĞ,1,Avrupa2,94.03
554,500T,TUZLA ŞİFA MAHALLESİ - CEVİZLİBAĞ,500T/TUZLA ŞİFA MAHALLESİ - CEVİZLİBAĞ,1,Anadolu2,368.05
555,522,ALEMDAĞ - MECİDİYEKÖY MEZARLIK,522/ALEMDAĞ - MECİDİYEKÖY MEZARLIK,1,Anadolu2,148.89
556,522B,YENİDOĞAN - MECİDİYEKÖY MEZARLIK,522B/YENİDOĞAN - MECİDİYEKÖY MEZARLIK,1,Anadolu2,161.06
557,522N,NİŞANTEPE - 4.LEVENT METRO,522N/NİŞANTEPE - 4.LEVENT METRO,1,Anadolu2,174.53
558,522ST,SULTANBEYLİ - MECİDİYEKÖY,522ST/SULTANBEYLİ - MECİDİYEKÖY,1,Anadolu2,207.93
559,54B,KAĞITHANE GARAJI - BEŞİKTAŞ,54B/KAĞITHANE GARAJI - BEŞİKTAŞ,0,Avrupa3,75.27
560,54E,OKMEYDANI - EMİNÖNÜ,54E/OKMEYDANI - EMİNÖNÜ,1,Avrupa3,55.11
561,54HT,HASKÖY - TAKSİM,54HT/HASKÖY - TAKSİM,1,Avrupa3,32.78
562,54HŞ,HASKÖY - ŞİŞLİ,54HŞ/HASKÖY - ŞİŞLİ,1,Avrupa3,54.54
563,54K,HASKÖY - KULAKSIZ - TAKSİM,54K/HASKÖY - KULAKSIZ - TAKSİM,1,Avrupa3,51.85
564,54KT,KAPTANPAŞA - DOLAPDERE / TAKSİM,54KT/KAPTANPAŞA - DOLAPDERE / TAKSİM,1,Avrupa3,27.54
565,54P,PİYALEPAŞA MAHALLESİ - TAKSİM,54P/PİYALEPAŞA MAHALLESİ - TAKSİM,1,Avrupa3,37.07
566,54T,SADABAT EVLERİ / TALATPAŞA - TAKSİM,54T/SADABAT EVLERİ / TALATPAŞA - TAKSİM,1,Avrupa3,50.26
567,54TE,SADABAT EVLERİ / TALATPAŞA - EMİNÖNÜ,54TE/SADABAT EVLERİ / TALATPAŞA - EMİNÖNÜ,1,Avrupa3,58.02
568,54Y,OKMEYDANI - YENİKAPI,54Y/OKMEYDANI - YENİKAPI,0,Avrupa3,49.18
569,54Ç,ÇIKSALIN - TAKSİM,54Ç/ÇIKSALIN - TAKSİM,1,Avrupa3,40.55
570,54ÖR,ÖRNEKTEPE - TAKSİM,54ÖR/ÖRNEKTEPE - TAKSİM,1,Avrupa3,39.86
571,55,GAZİOSMANPAŞA - ŞİŞLİ,55/GAZİOSMANPAŞA - ŞİŞLİ,1,Avrupa2,55.98
572,559C,RUMELİ HİSARÜSTÜ - TAKSİM,559C/RUMELİ HİSARÜSTÜ - TAKSİM,1,Avrupa3,45.89
573,55B,GAZİOSMANPAŞA - BEŞİKTAŞ,55B/GAZİOSMANPAŞA - BEŞİKTAŞ,1,Avrupa2,62.61
574,55ET,EYÜPSULTAN - TAKSİM/BEŞİKTAŞ,55ET/EYÜPSULTAN - TAKSİM/BEŞİKTAŞ,1,Avrupa3,68.46
575,55EY,GAZİOSMANPAŞA - YENİKAPI,55EY/GAZİOSMANPAŞA - YENİKAPI,0,Avrupa2,55.56
